Time	Value
0.796666666666667	16
0.798333333333333	14
0.8	14
0.801666666666667	18
0.803333333333333	18
0.805	19
0.806666666666667	19
0.808333333333333	21
0.81	20
0.811666666666667	23
0.813333333333333	23
0.815	23
0.816666666666667	20
0.818333333333333	19
0.82	18
0.821666666666667	15
0.823333333333333	21
0.825	16
0.826666666666667	16
0.828333333333333	16
0.83	14
0.831666666666667	11
0.833333333333333	10
0.835	13
0.836666666666667	13
0.838333333333333	12
0.84	14
0.841666666666667	17
0.843333333333333	15
0.845	14
0.846666666666667	11
0.848333333333333	10
0.85	7
0.851666666666667	2
0.853333333333333	8
0.855	10
0.856666666666667	14
0.858333333333333	12
0.86	15
0.861666666666667	17
0.863333333333333	15
0.865	8
0.866666666666667	6
0.868333333333333	14
0.87	20
0.871666666666667	25
0.873333333333333	33
0.875	46
0.876666666666667	73
0.878333333333333	105
0.88	150
0.881666666666667	213
0.883333333333333	274
0.885	335
0.886666666666667	400
0.888333333333333	459
0.89	519
0.891666666666667	575
0.893333333333333	627
0.895	676
0.896666666666667	724
0.898333333333333	765
0.9	797
0.901666666666667	827
0.903333333333333	862
0.905	898
0.906666666666667	935
0.908333333333333	975
0.91	1022
0.911666666666667	1068
0.913333333333333	1112
0.915	1152
0.916666666666667	1187
0.918333333333333	1220
0.92	1264
0.921666666666667	1312
0.923333333333333	1348
0.925	1386
0.926666666666667	1434
0.928333333333333	1472
0.93	1516
0.931666666666667	1552
0.933333333333333	1586
0.935	1613
0.936666666666667	1652
0.938333333333333	1676
0.94	1697
0.941666666666667	1712
0.943333333333333	1736
0.945	1746
0.946666666666667	1754
0.948333333333333	1762
0.95	1759
0.951666666666667	1756
0.953333333333333	1755
0.955	1747
0.956666666666667	1731
0.958333333333333	1716
0.96	1704
0.961666666666667	1684
0.963333333333333	1664
0.965	1640
0.966666666666667	1610
0.968333333333333	1592
0.97	1574
0.971666666666667	1545
0.973333333333333	1525
0.975	1501
0.976666666666667	1487
0.978333333333333	1472
0.98	1929
0.981666666666667	39346
0.983333333333333	182361
0.985	732173
0.986666666666667	2926562
0.988333333333333	11683594
0.99	33860565
0.991666666666667	36564772
0.993333333333333	31157336
0.995	25715814
0.996666666666667	20325756
0.998333333333333	15130346
1	10332070
1.00166666666667	6239116
1.00333333333333	3171755
1.005	1203300
1.00666666666667	345519
1.00833333333333	89854
1.01	28027
1.01166666666667	12086
1.01333333333333	6070
1.015	3648
1.01666666666667	2565
1.01833333333333	2014
1.02	1743
1.02166666666667	1601
1.02333333333333	1507
1.025	1440
1.02666666666667	1392
1.02833333333333	1350
1.03	1315
1.03166666666667	1292
1.03333333333333	1392
1.035	4198
1.03666666666667	40519
1.03833333333333	182361
1.04	732173
1.04166666666667	2926562
1.04333333333333	10591499
1.045	12333375
1.04666666666667	10883525
1.04833333333333	9342983
1.05	7754191
1.05166666666667	6173058
1.05333333333333	4657689
1.055	3172927
1.05666666666667	1983572
1.05833333333333	1098407
1.06	484580
1.06166666666667	181730
1.06333333333333	55443
1.065	16758
1.06666666666667	6760
1.06833333333333	4183
1.07	3783
1.07166666666667	4098
1.07333333333333	4025
1.075	3189
1.07666666666667	2069
1.07833333333333	1340
1.08	1001
1.08166666666667	855
1.08333333333333	773
1.085	718
1.08666666666667	672
1.08833333333333	634
1.09	614
1.09166666666667	585
1.09333333333333	565
1.095	547
1.09666666666667	531
1.09833333333333	519
1.1	504
1.10166666666667	493
1.10333333333333	479
1.105	466
1.10666666666667	447
1.10833333333333	426
1.11	417
1.11166666666667	406
1.11333333333333	391
1.115	384
1.11666666666667	374
1.11833333333333	367
1.12	361
1.12166666666667	361
1.12333333333333	395
1.125	469
1.12666666666667	578
1.12833333333333	660
1.13	657
1.13166666666667	566
1.13333333333333	444
1.135	357
1.13666666666667	301
1.13833333333333	274
1.14	250
1.14166666666667	234
1.14333333333333	225
1.145	213
1.14666666666667	205
1.14833333333333	202
1.15	191
1.15166666666667	191
1.15333333333333	203
1.155	286
1.15666666666667	806
1.15833333333333	3943
1.16	21808
1.16166666666667	103541
1.16333333333333	409480
1.165	1309405
1.16666666666667	3098590
1.16833333333333	5030328
1.17	6220801
1.17166666666667	6523019
1.17333333333333	6249010
1.175	5694978
1.17666666666667	5024499
1.17833333333333	4305947
1.18	3587904
1.18166666666667	2893098
1.18333333333333	2246566
1.185	1667973
1.18666666666667	1171375
1.18833333333333	744389
1.19	445422
1.19166666666667	246831
1.19333333333333	117431
1.195	51941
1.19666666666667	20538
1.19833333333333	7794
1.2	3330
1.20166666666667	1555
1.20333333333333	869
1.205	579
1.20666666666667	426
1.20833333333333	339
1.21	281
1.21166666666667	248
1.21333333333333	223
1.215	201
1.21666666666667	189
1.21833333333333	181
1.22	174
1.22166666666667	163
1.22333333333333	150
1.225	149
1.22666666666667	149
1.22833333333333	147
1.23	144
1.23166666666667	136
1.23333333333333	136
1.235	137
1.23666666666667	129
1.23833333333333	120
1.24	117
1.24166666666667	116
1.24333333333333	118
1.245	116
1.24666666666667	117
1.24833333333333	127
1.25	138
1.25166666666667	141
1.25333333333333	153
1.255	169
1.25666666666667	177
1.25833333333333	179
1.26	174
1.26166666666667	158
1.26333333333333	141
1.265	122
1.26666666666667	105
1.26833333333333	91
1.27	82
1.27166666666667	72
1.27333333333333	69
1.275	68
1.27666666666667	65
1.27833333333333	61
1.28	58
1.28166666666667	53
1.28333333333333	54
1.285	58
1.28666666666667	56
1.28833333333333	54
1.29	56
1.29166666666667	54
1.29333333333333	57
1.295	58
1.29666666666667	56
1.29833333333333	48
1.3	48
1.30166666666667	47
1.30333333333333	50
1.305	55
1.30666666666667	55
1.30833333333333	56
1.31	48
1.31166666666667	39
1.31333333333333	38
1.315	37
1.31666666666667	41
1.31833333333333	44
1.32	47
1.32166666666667	46
1.32333333333333	41
1.325	39
1.32666666666667	40
1.32833333333333	39
1.33	40
1.33166666666667	35
1.33333333333333	36
1.335	39
1.33666666666667	39
1.33833333333333	46
1.34	50
1.34166666666667	64
1.34333333333333	110
1.345	216
1.34666666666667	471
1.34833333333333	1078
1.35	2436
1.35166666666667	5234
1.35333333333333	11169
1.355	21634
1.35666666666667	39317
1.35833333333333	70846
1.36	117498
1.36166666666667	188380
1.36333333333333	279007
1.365	388444
1.36666666666667	513566
1.36833333333333	655777
1.37	783821
1.37166666666667	888190
1.37333333333333	960489
1.375	993845
1.37666666666667	986823
1.37833333333333	943096
1.38	867677
1.38166666666667	769763
1.38333333333333	659525
1.385	545752
1.38666666666667	436291
1.38833333333333	336422
1.39	249823
1.39166666666667	173738
1.39333333333333	117810
1.395	77226
1.39666666666667	46882
1.39833333333333	27983
1.4	16348
1.40166666666667	8936
1.40333333333333	4930
1.405	2732
1.40666666666667	1454
1.40833333333333	796
1.41	453
1.41166666666667	267
1.41333333333333	163
1.415	113
1.41666666666667	86
1.41833333333333	73
1.42	60
1.42166666666667	49
1.42333333333333	48
1.425	53
1.42666666666667	53
1.42833333333333	50
1.43	41
1.43166666666667	40
1.43333333333333	42
1.435	44
1.43666666666667	44
1.43833333333333	43
1.44	39
1.44166666666667	38
1.44333333333333	40
1.445	43
1.44666666666667	40
1.44833333333333	44
1.45	42
1.45166666666667	38
1.45333333333333	40
1.455	40
1.45666666666667	40
1.45833333333333	45
1.46	38
1.46166666666667	35
1.46333333333333	38
1.465	39
1.46666666666667	33
1.46833333333333	34
1.47	35
1.47166666666667	32
1.47333333333333	28
1.475	26
1.47666666666667	22
1.47833333333333	28
1.48	32
1.48166666666667	34
1.48333333333333	33
1.485	39
1.48666666666667	39
1.48833333333333	38
1.49	36
1.49166666666667	35
1.49333333333333	34
1.495	37
1.49666666666667	37
1.49833333333333	40
1.5	35
1.50166666666667	32
1.50333333333333	35
1.505	38
1.50666666666667	50
1.50833333333333	92
1.51	188
1.51166666666667	407
1.51333333333333	906
1.515	2033
1.51666666666667	4362
1.51833333333333	8872
1.52	18064
1.52166666666667	33898
1.52333333333333	62783
1.525	107332
1.52666666666667	179198
1.52833333333333	277389
1.53	404977
1.53166666666667	563016
1.53333333333333	758629
1.535	955478
1.53666666666667	1139008
1.53833333333333	1295936
1.54	1407958
1.54166666666667	1469399
1.54333333333333	1476895
1.545	1433949
1.54666666666667	1349268
1.54833333333333	1234894
1.55	1098599
1.55166666666667	952041
1.55333333333333	803211
1.555	659783
1.55666666666667	527151
1.55833333333333	409237
1.56	308257
1.56166666666667	225104
1.56333333333333	154380
1.565	103615
1.56666666666667	67848
1.56833333333333	41431
1.57	24949
1.57166666666667	14841
1.57333333333333	8336
1.575	4732
1.57666666666667	2696
1.57833333333333	1468
1.58	837
1.58166666666667	492
1.58333333333333	305
1.585	204
1.58666666666667	154
1.58833333333333	131
1.59	126
1.59166666666667	128
1.59333333333333	150
1.595	183
1.59666666666667	234
1.59833333333333	309
1.6	396
1.60166666666667	512
1.60333333333333	671
1.605	875
1.60666666666667	1130
1.60833333333333	1434
1.61	1780
1.61166666666667	2177
1.61333333333333	2628
1.615	3129
1.61666666666667	3647
1.61833333333333	4178
1.62	4708
1.62166666666667	5191
1.62333333333333	5631
1.625	6005
1.62666666666667	6275
1.62833333333333	6447
1.63	6492
1.63166666666667	6427
1.63333333333333	6245
1.635	5973
1.63666666666667	5614
1.63833333333333	5184
1.64	4712
1.64166666666667	4195
1.64333333333333	3693
1.645	3180
1.64666666666667	2706
1.64833333333333	2268
1.65	1884
1.65166666666667	1530
1.65333333333333	1226
1.655	965
1.65666666666667	756
1.65833333333333	588
1.66	453
1.66166666666667	348
1.66333333333333	267
1.665	197
1.66666666666667	146
1.66833333333333	103
1.67	77
1.67166666666667	64
1.67333333333333	55
1.675	44
1.67666666666667	41
1.67833333333333	31
1.68	24
1.68166666666667	22
1.68333333333333	16
1.685	11
1.68666666666667	9
1.68833333333333	10
1.69	18
1.69166666666667	22
1.69333333333333	20
1.695	27
1.69666666666667	33
1.69833333333333	30
1.7	25
1.70166666666667	19
1.70333333333333	22
1.705	24
1.70666666666667	25
1.70833333333333	22
1.71	22
1.71166666666667	17
1.71333333333333	16
1.715	14
1.71666666666667	17
1.71833333333333	22
1.72	26
1.72166666666667	21
1.72333333333333	22
1.725	21
1.72666666666667	23
1.72833333333333	17
1.73	14
1.73166666666667	8
1.73333333333333	9
1.735	9
1.73666666666667	9
1.73833333333333	7
1.74	9
1.74166666666667	10
1.74333333333333	13
1.745	13
1.74666666666667	9
1.74833333333333	5
1.75	9
1.75166666666667	13
1.75333333333333	14
1.755	12
1.75666666666667	17
1.75833333333333	11
1.76	10
1.76166666666667	8
1.76333333333333	14
1.765	13
1.76666666666667	6
1.76833333333333	5
1.77	3
1.77166666666667	2
1.77333333333333	4
1.775	8
1.77666666666667	16
1.77833333333333	15
1.78	9
1.78166666666667	5
1.78333333333333	7
1.785	3
1.78666666666667	7
1.78833333333333	11
1.79	7
1.79166666666667	4
1.79333333333333	6
1.795	7
1.79666666666667	9
1.79833333333333	9
1.8	14
1.80166666666667	13
1.80333333333333	10
1.805	9
1.80666666666667	9
1.80833333333333	9
1.81	10
1.81166666666667	7
1.81333333333333	6
1.815	5
1.81666666666667	8
1.81833333333333	7
1.82	5
1.82166666666667	4
1.82333333333333	10
1.825	9
1.82666666666667	10
1.82833333333333	7
1.83	1
1.83166666666667	3
1.83333333333333	1
1.835	3
1.83666666666667	3
1.83833333333333	-2
1.84	1
1.84166666666667	2
1.84333333333333	9
1.845	10
1.84666666666667	1
1.84833333333333	-4
1.85	-2
1.85166666666667	-1
1.85333333333333	3
1.855	1
1.85666666666667	5
1.85833333333333	6
1.86	8
1.86166666666667	6
1.86333333333333	7
1.865	9
1.86666666666667	6
1.86833333333333	4
1.87	5
1.87166666666667	1
1.87333333333333	7
1.875	10
1.87666666666667	10
1.87833333333333	9
1.88	10
1.88166666666667	9
1.88333333333333	7
1.885	4
1.88666666666667	4
1.88833333333333	3
1.89	4
1.89166666666667	0
1.89333333333333	3
1.895	0
1.89666666666667	0
1.89833333333333	1
1.9	0
1.90166666666667	-3
1.90333333333333	-3
1.905	-2
1.90666666666667	2
1.90833333333333	9
1.91	10
1.91166666666667	9
1.91333333333333	8
1.915	8
1.91666666666667	6
1.91833333333333	2
1.92	6
1.92166666666667	6
1.92333333333333	6
1.925	4
1.92666666666667	4
1.92833333333333	2
1.93	5
1.93166666666667	5
1.93333333333333	3
1.935	0
1.93666666666667	3
1.93833333333333	4
1.94	4
1.94166666666667	3
1.94333333333333	7
1.945	2
1.94666666666667	3
1.94833333333333	4
1.95	2
1.95166666666667	1
1.95333333333333	3
1.955	5
1.95666666666667	8
1.95833333333333	0
1.96	-2
1.96166666666667	-2
1.96333333333333	-1
1.965	-1
1.96666666666667	3
1.96833333333333	6
1.97	1
1.97166666666667	-5
1.97333333333333	-2
1.975	3
1.97666666666667	10
1.97833333333333	6
1.98	4
1.98166666666667	1
1.98333333333333	4
1.985	9
1.98666666666667	11
1.98833333333333	5
1.99	-1
1.99166666666667	0
1.99333333333333	9
1.995	8
1.99666666666667	6
1.99833333333333	3
2	6
2.00166666666667	12
2.00333333333333	19
2.005	16
2.00666666666667	25
2.00833333333333	22
2.01	28
2.01166666666667	30
2.01333333333333	35
2.015	48
2.01666666666667	51
2.01833333333333	55
2.02	64
2.02166666666667	60
2.02333333333333	59
2.025	56
2.02666666666667	56
2.02833333333333	53
2.03	50
2.03166666666667	48
2.03333333333333	46
2.035	41
2.03666666666667	34
2.03833333333333	31
2.04	35
2.04166666666667	31
2.04333333333333	25
2.045	17
2.04666666666667	13
2.04833333333333	7
2.05	1
2.05166666666667	4
2.05333333333333	6
2.055	6
2.05666666666667	6
2.05833333333333	4
2.06	5
2.06166666666667	1
2.06333333333333	6
2.065	12
2.06666666666667	11
2.06833333333333	11
2.07	11
2.07166666666667	8
2.07333333333333	12
2.075	8
2.07666666666667	9
2.07833333333333	3
2.08	2
2.08166666666667	4
2.08333333333333	3
2.085	-1
2.08666666666667	-1
2.08833333333333	-2
2.09	5
2.09166666666667	9
2.09333333333333	9
2.095	15
2.09666666666667	31
2.09833333333333	43
2.1	57
2.10166666666667	78
2.10333333333333	118
2.105	181
2.10666666666667	278
2.10833333333333	418
2.11	629
2.11166666666667	928
2.11333333333333	1373
2.115	2017
2.11666666666667	2914
2.11833333333333	4144
2.12	5816
2.12166666666667	8036
2.12333333333333	11210
2.125	15103
2.12666666666667	19972
2.12833333333333	26048
2.13	33543
2.13166666666667	43328
2.13333333333333	54355
2.135	66894
2.13666666666667	81220
2.13833333333333	97010
2.14	114267
2.14166666666667	132429
2.14333333333333	151447
2.145	171541
2.14666666666667	190487
2.14833333333333	208039
2.15	223740
2.15166666666667	237525
2.15333333333333	248680
2.155	256679
2.15666666666667	260998
2.15833333333333	261932
2.16	259639
2.16166666666667	253857
2.16333333333333	244994
2.165	233099
2.16666666666667	218680
2.16833333333333	202581
2.17	185160
2.17166666666667	166857
2.17333333333333	148570
2.175	130358
2.17666666666667	112867
2.17833333333333	96336
2.18	81105
2.18166666666667	67375
2.18333333333333	55273
2.185	43967
2.18666666666667	34864
2.18833333333333	27475
2.19	21396
2.19166666666667	16463
2.19333333333333	12247
2.195	9146
2.19666666666667	6830
2.19833333333333	5061
2.2	3706
2.20166666666667	2691
2.20333333333333	1894
2.205	1346
2.20666666666667	958
2.20833333333333	676
2.21	474
2.21166666666667	330
2.21333333333333	232
2.215	163
2.21666666666667	110
2.21833333333333	74
2.22	52
2.22166666666667	43
2.22333333333333	41
2.225	32
2.22666666666667	22
2.22833333333333	20
2.23	26
2.23166666666667	22
2.23333333333333	11
2.235	5
2.23666666666667	-2
2.23833333333333	2
2.24	9
2.24166666666667	6
2.24333333333333	13
2.245	12
2.24666666666667	9
2.24833333333333	4
2.25	3
2.25166666666667	2
2.25333333333333	3
2.255	7
2.25666666666667	12
2.25833333333333	6
2.26	7
2.26166666666667	8
2.26333333333333	6
2.265	2
2.26666666666667	-2
2.26833333333333	-2
2.27	2
2.27166666666667	0
2.27333333333333	1
2.275	-4
2.27666666666667	-7
2.27833333333333	-10
2.28	-5
2.28166666666667	1
2.28333333333333	3
2.285	0
2.28666666666667	2
2.28833333333333	7
2.29	11
2.29166666666667	8
2.29333333333333	12
2.295	14
2.29666666666667	15
2.29833333333333	11
2.3	16
2.30166666666667	18
2.30333333333333	22
2.305	23
2.30666666666667	22
2.30833333333333	18
2.31	16
2.31166666666667	15
2.31333333333333	16
2.315	25
2.31666666666667	24
2.31833333333333	19
2.32	15
2.32166666666667	11
2.32333333333333	24
2.325	25
2.32666666666667	26
2.32833333333333	28
2.33	29
2.33166666666667	35
2.33333333333333	34
2.335	33
2.33666666666667	35
2.33833333333333	38
2.34	41
2.34166666666667	31
2.34333333333333	34
2.345	33
2.34666666666667	40
2.34833333333333	39
2.35	33
2.35166666666667	34
2.35333333333333	37
2.355	42
2.35666666666667	38
2.35833333333333	33
2.36	43
2.36166666666667	41
2.36333333333333	37
2.365	42
2.36666666666667	46
2.36833333333333	48
2.37	43
2.37166666666667	40
2.37333333333333	39
2.375	40
2.37666666666667	36
2.37833333333333	38
2.38	37
2.38166666666667	36
2.38333333333333	34
2.385	34
2.38666666666667	40
2.38833333333333	42
2.39	44
2.39166666666667	38
2.39333333333333	47
2.395	48
2.39666666666667	49
2.39833333333333	45
2.4	47
2.40166666666667	48
2.40333333333333	43
2.405	44
2.40666666666667	48
2.40833333333333	49
2.41	64
2.41166666666667	70
2.41333333333333	90
2.415	118
2.41666666666667	155
2.41833333333333	225
2.42	326
2.42166666666667	483
2.42333333333333	709
2.425	1041
2.42666666666667	1542
2.42833333333333	2254
2.43	3244
2.43166666666667	4594
2.43333333333333	6425
2.435	8853
2.43666666666667	12331
2.43833333333333	16603
2.44	21915
2.44166666666667	28507
2.44333333333333	36594
2.445	47223
2.44666666666667	59172
2.44833333333333	72635
2.45	87864
2.45166666666667	104590
2.45333333333333	122845
2.455	141985
2.45666666666667	163102
2.45833333333333	183047
2.46	202338
2.46166666666667	220415
2.46333333333333	236275
2.465	249645
2.46666666666667	260114
2.46833333333333	267489
2.47	270930
2.47166666666667	270537
2.47333333333333	266696
2.475	259545
2.47666666666667	249044
2.47833333333333	235662
2.48	219880
2.48166666666667	202193
2.48333333333333	183656
2.485	164611
2.48666666666667	145651
2.48833333333333	126930
2.49	109153
2.49166666666667	92566
2.49333333333333	77389
2.495	63819
2.49666666666667	51042
2.49833333333333	40672
2.5	32168
2.50166666666667	25135
2.50333333333333	19354
2.505	14767
2.50666666666667	10897
2.50833333333333	8098
2.51	6001
2.51166666666667	4406
2.51333333333333	3214
2.515	2332
2.51666666666667	1633
2.51833333333333	1155
2.52	830
2.52166666666667	599
2.52333333333333	429
2.525	314
2.52666666666667	230
2.52833333333333	168
2.53	122
2.53166666666667	102
2.53333333333333	89
2.535	86
2.53666666666667	73
2.53833333333333	68
2.54	58
2.54166666666667	60
2.54333333333333	64
2.545	61
2.54666666666667	55
2.54833333333333	53
2.55	48
2.55166666666667	51
2.55333333333333	53
2.555	53
2.55666666666667	51
2.55833333333333	56
2.56	56
2.56166666666667	52
2.56333333333333	53
2.565	51
2.56666666666667	48
2.56833333333333	47
2.57	52
2.57166666666667	55
2.57333333333333	53
2.575	48
2.57666666666667	47
2.57833333333333	44
2.58	41
2.58166666666667	42
2.58333333333333	42
2.585	42
2.58666666666667	44
2.58833333333333	38
2.59	34
2.59166666666667	35
2.59333333333333	33
2.595	31
2.59666666666667	38
2.59833333333333	41
2.6	33
2.60166666666667	26
